,stimulusitem2,lower_response,stimulus_presentations,batch,N,proportion_response,h_index,h_index_sum,hunspell,suggested,corrected_response,V1,Tia Kant,Stella Mo,RA_match,final
33,Archery_Arrows.jpg,arrow carryer,27,7,1,0.037037037,0.176106945,2.89788878,carryer,"c(""carrier"", ""carry er"", ""carry-er"", ""carryover"", ""carry"", ""carvery"", ""carer"")",NA,363,arrow carryer,arrow carrier,0,arrow carrier
34,Archery_Arrows.jpg,quiver of arrows,27,7,1,0.037037037,0.176106945,2.89788878,character(0),NA,quiver of arrows,8337,arrows in quiver,quiver of arrows,0,arrows in quiver
35,Archery_ArrowsBows.jpg,bow a,30,8,1,0.033333333,0.16356302,2.649712035,character(0),NA,bow a,1125,bow,,0,bow
36,Archery_ArrowsBows.jpg,bow arrow,30,8,1,0.033333333,0.16356302,2.649712035,character(0),NA,bow arrow,1129,bow and arrow,bow arrow,0,bow and arrows
37,Ashtray_Cigarettes.jpg,cig,26,4,1,0.038461538,0.180786143,2.404084631,cig,"c(""cog"", ""cg"", ""cir"", ""rig"", ""cit"", ""dig"", ""gig"", ""pig"", ""chg"", ""big"", ""fig"", ""wig"", ""cigar"")",NA,2243,cigar,cig,0,cig
38,Ashtray_Cigarettes.jpg,cigare,26,4,1,0.038461538,0.180786143,2.404084631,cigare,"c(""cigar"", ""cigars"", ""cigar e"")",NA,2254,cigar,cigarette,0,cigarette
39,Ashtray_Cigarettes.jpg,cigarettes,26,4,1,0.038461538,0.180786143,2.404084631,character(0),NA,cigarettes,2262,cigarettes,cigarette,0,cigarette
40,Autocreeper.jpg,nechanic tool,28,3,1,0.035714286,0.171691247,4.4677201,nechanic,"c(""mechanic"", ""chicane"")",NA,6902,,mechanic tool,0,mechanic tool
41,Autocreeper.jpg,sliding thing,28,3,1,0.035714286,0.171691247,4.4677201,character(0),NA,sliding thing,9390,sliding thing,,0,
42,Avocado.jpg,alvocaldo,27,7,1,0.037037037,0.176106945,2.395059472,alvocaldo,vocalic,NA,261,avokado,avocado,0,avocado
43,Avocado.jpg,avacado,27,7,5,0.185185185,0.450548038,2.395059472,avacado,"c(""avocado"", ""bravado"")",NA,445,avokado,avocado,0,avocado
44,Avocado.jpg,avacodo,27,7,2,0.074074074,0.278139815,2.395059472,avacodo,avocado,NA,446,avokado,avocado,0,avocado
45,Avocado.jpg,avocdo,27,7,1,0.037037037,0.176106945,2.395059472,avocdo,"c(""avocado"", ""havoc"")",NA,451,avokado,avocado,0,avocado
46,Backhoe.jpg,excavation machine,29,5,1,0.034482759,0.167516586,4.159199529,character(0),NA,excavation machine,3787,excavator machine,excavation machine,0,excavation machine
47,Backpack_Travel.jpg,back pack,27,7,1,0.037037037,0.176106945,2.134336113,character(0),NA,back pack,521,backpack,back pack,0,backpack
48,Backpack_Travel.jpg,back pack,27,7,2,0.074074074,0.278139815,2.134336113,character(0),NA,back pack,520,backpack,back pack,0,backpack
49,Backpack_Travel.jpg,duffel bag,27,7,1,0.037037037,0.176106945,2.134336113,duffel,"c(""duffer"", ""duffed"")",NA,3471,duffel bag,duffle bag,0,duffel bag
50,Bag_Computer.jpg,attache,26,4,1,0.038461538,0.180786143,2.81507241,character(0),NA,attache,425,attache,,0,attache
51,Bag_Computer.jpg,breifcase,26,4,1,0.038461538,0.180786143,2.81507241,breifcase,"c(""briefcase"", ""breastfed"")",NA,1225,brief case,briefcase,0,briefcase
52,Bag_Computer.jpg,brief case,26,4,1,0.038461538,0.180786143,2.81507241,character(0),NA,brief case,1231,brief case,briefcase,0,briefcase
53,Bag_Doctor.jpg,brief case,26,4,1,0.038461538,0.180786143,3.74832866,character(0),NA,brief case,1230,brief case,briefcase,0,briefcase
54,Bag_Doctor.jpg,briefcase,26,4,1,0.038461538,0.180786143,3.74832866,character(0),NA,briefcase,1232,brief case,briefcase,0,briefcase
55,Bag_Doctor.jpg,briefkase,26,4,1,0.038461538,0.180786143,3.74832866,briefkase,"c(""briefcase"", ""brasserie"")",NA,1234,brief case,briefcase,0,briefcase
56,Bag_Doctor.jpg,doctor bag,26,4,3,0.115384615,0.35947814,3.74832866,character(0),NA,doctor bag,3218,doctor bag,doctor's bag,0,doctor bag
57,Bag_Doctor.jpg,doctor's ba,26,4,1,0.038461538,0.180786143,3.74832866,ba,"c(""BA"", ""bey"", ""ab"", ""Ba"", ""b"", ""a"", ""baa"", ""ban"", ""bar"", ""bra"", ""bat"", ""boa"", ""bad"", ""bag"", ""bap"")",NA,3223,doctor bag,doctor's bag,0,doctor bag
58,Bag_Doctor.jpg,doctor's bag,26,4,1,0.038461538,0.180786143,3.74832866,character(0),NA,doctor's bag,3224,doctor bag,doctor's bag,0,doctor bag
59,Bag_Doctor.jpg,doctors bag,26,4,2,0.076923077,0.284649209,3.74832866,character(0),NA,doctors bag,3227,doctor bag,doctor's bag,0,doctor bag
60,Bag_Doctor.jpg,dr bag,26,4,1,0.038461538,0.180786143,3.74832866,dr,"c(""rd"", ""Dr"", ""fr"", ""d"", ""r"", ""dry"", ""er"", ""tr"", ""do"", ""or"", ""dc"", ""dd"", ""gr"", ""pr"", ""hr"")",NA,3342,doctor bag,doctor's bag,0,doctor bag
61,Bag_Gift.jpg,goft box,30,8,1,0.033333333,0.16356302,1.795000038,goft,"c(""gift"", ""got"", ""oft"", ""soft"", ""goat"", ""loft"", ""gout"", ""govt"", ""g oft"", ""go ft"", ""go-ft"", ""goof"")",NA,4623,gift box,gift bag,0,gift box
62,Bag_Groceries.jpg,bag of groceries,30,5,2,0.066666667,0.260459373,2.387969548,character(0),NA,bag of groceries,547,grocery bag,groceries bag,0,grocery bag
63,Bag_Groceries.jpg,bag og groceies,30,5,1,0.033333333,0.16356302,2.387969548,"c(""og"", ""groceies"")",character(0),NA,4,grocery bag,groceries bag,0,grocery bag
64,Bag_Groceries.jpg,bagged groceries,30,5,1,0.033333333,0.16356302,2.387969548,character(0),NA,bagged groceries,559,grocery bag,groceries bag,0,grocery bag
65,Bag_Groceries.jpg,grocery bag,30,5,6,0.2,0.464385619,2.387969548,character(0),NA,grocery bag,4764,grocery bag,groceries bag,0,grocery bag
66,Bag_Gym.jpg,duffel,30,5,1,0.033333333,0.16356302,2.999581231,duffel,"c(""duffer"", ""duffed"")",NA,3470,duffle,duffle bag,0,duffle
67,Bag_PaperWithFlour.jpg,flour sack,30,8,1,0.033333333,0.16356302,3.238920595,character(0),NA,flour sack,4177,sack of flour,flour sack,0,sack of flour
68,Bag_PaperWithFlour.jpg,sack of flour,30,8,2,0.066666667,0.260459373,3.238920595,character(0),NA,sack of flour,8749,sack of flour,flour sack,0,sack of flour
69,Bag_PaperWithFlour.jpg,sandbag,30,8,1,0.033333333,0.16356302,3.238920595,character(0),NA,sandbag,8809,bag of sand,sandbag,0,bag of sand
70,Bag_Saline.jpg,dripper,29,5,1,0.034482759,0.167516586,3.564540478,dripper,"c(""dropper"", ""dipper"", ""ripper"", ""drippier"", ""tripper"", ""dripped"", ""gripper"", ""d ripper"", ""drip per"", ""drip-per"", ""ripped"")",NA,3421,drip,dripper,0,dripper
71,Bag_Saline.jpg,iv cag,29,5,1,0.034482759,0.167516586,3.564540478,cag,"c(""ca"", ""cg"", ""cage"", ""scag"", ""crag"", ""sag"", ""can"", ""nag"", ""car"", ""rag"", ""cat"", ""tag"", ""cog"", ""cal"", ""lag"")",NA,5509,iv bag,,0,iv bag
72,Bag_Toiletry.jpg,dop bag,35,1,2,0.057142857,0.23595903,3.614438731,dop,"c(""pod"", ""sop"", ""fop"", ""dip"", ""do"", ""op"", ""dope"", ""dopa"", ""drop"", ""doe"", ""dos"", ""don"", ""dot"", ""top"", ""lop"")",NA,3322,,dopp bag,0,dopp bag
73,Bag_Toiletry.jpg,makeup bag,35,1,1,0.028571429,0.146550943,3.614438731,character(0),NA,makeup bag,6278,makeup bag,makeupbag,0,makeup bag
74,Bag_Toiletry.jpg,shave kit,35,1,1,0.028571429,0.146550943,3.614438731,character(0),NA,shave kit,9114,shave kit,shaving kit,0,shaving kit
75,Bagel.jpg,donut,27,2,11,0.407407407,0.527778323,1.864964678,donut,"c(""donuts"", ""don't"", ""do nut"", ""do-nut"", ""doughnut"")",NA,3296,doughnut,donut,0,donut
76,Balcony.jpg,fe,29,7,1,0.034482759,0.167516586,3.88333746,fe,"c(""Fe"", ""fr"", ""f"", ""e"", ""fee"", ""fie"", ""fen"", ""fer"", ""foe"", ""fed"", ""fem"", ""fey"", ""few"", ""fez"", ""fa"")",NA,3906,fence,,0,
77,Ball_Golf.jpg,golfball,29,3,2,0.068965517,0.266067655,0.925598236,golfball,"c(""goofball"", ""golf ball"", ""golf-ball"", ""ballgown"")",NA,4651,,golf ball,0,golf ball
78,Bamboo.jpg,baboon,35,9,1,0.028571429,0.146550943,2.662925334,character(0),NA,baboon,472,bamboo,baboon,0,
79,Bamboo.jpg,bamboo thing,35,9,1,0.028571429,0.146550943,2.662925334,character(0),NA,bamboo thing,602,bamboo thing,,0,bamboo
80,Bandage_Adhesive.jpg,band aid,35,1,1,0.028571429,0.146550943,1.480538868,character(0),NA,band aid,609,bandaid,band aid,0,bandaid
81,Bandage_Adhesive.jpg,band aid,35,1,5,0.142857143,0.401050703,1.480538868,character(0),NA,band aid,608,bandaid,band aid,0,bandaid
82,Bandage_Adhesive.jpg,band-aid,35,1,1,0.028571429,0.146550943,1.480538868,character(0),NA,band-aid,610,bandaid,band aid,0,bandaid
83,Bandage_Adhesive.jpg,bandaid,35,1,25,0.714285714,0.346733448,1.480538868,bandaid,bandied,NA,614,bandaid,band aid,0,bandaid
84,Barbecue_Gas.jpg,barbecue,28,3,1,0.035714286,0.171691247,1.133698382,character(0),NA,barbecue,629,barbecue,barbercue,0,barbecue
85,Bark.jpg,branchees,29,3,1,0.034482759,0.167516586,2.526412328,branchees,"c(""branches"", ""ranches"")",NA,1193,branch,branches,0,branches
86,Bark.jpg,buck,29,3,1,0.034482759,0.167516586,2.526412328,character(0),NA,buck,1286,bark,buck,0,
87,Bark.jpg,wood planks,29,3,1,0.034482759,0.167516586,2.526412328,character(0),NA,wood planks,11627,wood planks,wood plants,0,wood planks
88,Barometer.jpg,baram,30,8,1,0.033333333,0.16356302,2.016536504,baram,"c(""bar am"", ""bar-am"", ""barmy"")",NA,626,barometer,,0,
89,Barometer.jpg,marometer,30,8,1,0.033333333,0.16356302,2.016536504,marometer,"c(""manometer"", ""barometer"", ""magnetometer"", ""marketer"", ""marketeer"", ""tetrameter"")",NA,6351,barometer,manometer,0,barometer
90,Barometer_Wood.jpg,barometric pressure ga,28,7,1,0.035714286,0.171691247,3.736848906,ga,"c(""GA"", ""Ga"", ""fa"", ""ha"", ""gs"", ""g"", ""a"", ""gas"", ""gar"", ""gal"", ""gad"", ""gag"", ""gap"", ""gab"", ""gay"")",NA,648,barometric pressure gas,barometric pressure gauge,0,barometric pressure gauge
91,Barometer_Wood.jpg,plaqu,28,7,1,0.035714286,0.171691247,3.736848906,plaqu,"c(""plaque"", ""claque"")",NA,7814,,plaque,0,plaque
92,Barometer_Wood.jpg,temperature mesasurer,28,7,1,0.035714286,0.171691247,3.736848906,mesasurer,"c(""mesa surer"", ""mesa-surer"", ""measureless"", ""measure"", ""erasure"")",NA,10355,temperature mesasurer,temperature measurer,0,temperature measurer
93,Barometer_Wood.jpg,weather stat,28,7,1,0.035714286,0.171691247,3.736848906,character(0),NA,weather stat,11365,weather stat,weater stat,0,weather stat
94,Basket_Firewood.jpg,wood in basket,35,1,1,0.028571429,0.146550943,2.905503191,character(0),NA,wood in basket,11624,wood basket,wood in basket,0,wood basket
95,Basket_Plastic.jpg,clothes bast,34,1,1,0.029411765,0.14963126,2.139175906,character(0),NA,clothes bast,2365,clothes basket,,0,clothes basket
96,Baster.jpg,turkey ba,30,8,1,0.033333333,0.16356302,2.781937064,ba,"c(""BA"", ""bey"", ""ab"", ""Ba"", ""b"", ""a"", ""baa"", ""ban"", ""bar"", ""bra"", ""bat"", ""boa"", ""bad"", ""bag"", ""bap"")",NA,10950,turkey baster,,0,turkey baster
97,Bathtub.jpg,bath tub,34,9,1,0.029411765,0.14963126,2.411302701,character(0),NA,bath tub,696,bathtub,bath tub,0,bathtub
98,Bathtub.jpg,bath tub,34,9,9,0.264705882,0.507583546,2.411302701,character(0),NA,bath tub,695,bathtub,bath tub,0,bathtub
99,Bathtub.jpg,bathtub,34,9,11,0.323529412,0.526715984,2.411302701,character(0),NA,bathtub,704,bathtub,bath tub,0,bathtub
100,Battery_AA.jpg,aaa battery,26,4,1,0.038461538,0.180786143,0.927074502,aaa,"c(""AAA"", ""aah"", ""aha"", ""baa"", ""aka"")",NA,128,aaa battery,AAA battery,0,AAA battery
101,Beaker.jpg,becer,29,3,1,0.034482759,0.167516586,3.243890122,becer,beer,NA,756,beaker,,0,beaker
102,Bellows.jpg,airer thing for fire,26,4,1,0.038461538,0.180786143,4.440636353,airer,"c(""airier"", ""fairer"", ""aired"", ""direr"", ""firer"", ""air er"", ""air-er"", ""repairer"", ""repair"")",NA,215,airier thing for fire,,0,
103,Bellows.jpg,blow,26,4,1,0.038461538,0.180786143,4.440636353,character(0),NA,blow,984,blow,blower,0,blow
104,Bellows.jpg,honey thing,26,4,1,0.038461538,0.180786143,4.440636353,character(0),NA,honey thing,5237,honey thing,,0,
105,Bells_Christmas.jpg,ornament,40,9,2,0.05,0.216096405,2.843469276,character(0),NA,ornament,7168,ornament,ornaments,0,ornament
106,Bells_Christmas.jpg,ornaments,40,9,1,0.025,0.133048202,2.843469276,character(0),NA,ornaments,7171,ornament,ornaments,0,ornament
107,Bib.jpg,apr,30,3,1,0.033333333,0.16356302,0.766509507,apr,"c(""APR"", ""par"", ""Apr"", ""ape"", ""apt"", ""pr"", ""rap"", ""air"", ""arr"", ""app"", ""ppr"")",NA,319,,apron,0,
108,BicycleBrake.jpg,bike handle nter,27,4,1,0.037037037,0.176106945,3.198738894,nter,"c(""enter"", ""niter"", ""inter"", ""tern"", ""ranter"")",NA,7,bike handle,,0,bike handle
109,BicycleBrake.jpg,breaks,27,4,1,0.037037037,0.176106945,3.198738894,character(0),NA,breaks,1214,break,brake,0,brake
110,BicycleBrake.jpg,handle bar,27,4,1,0.037037037,0.176106945,3.198738894,character(0),NA,handle bar,4969,handle bar,handlebar,0,handlebar
111,BicycleChain.jpg,axel,28,3,1,0.035714286,0.171691247,3.234529921,axel,"c(""axle"", ""axes"", ""axed"")",NA,463,,axle,0,axle
112,BicycleChain.jpg,gear,28,3,1,0.035714286,0.171691247,3.234529921,character(0),NA,gear,4504,gears,gear,0,gears
113,BicycleChain.jpg,geat,28,3,1,0.035714286,0.171691247,3.234529921,geat,"c(""feat"", ""heat"", ""gear"", ""get"", ""eat"", ""great"", ""gate"", ""seat"", ""gent"", ""gnat"", ""neat"", ""teat"", ""goat"", ""meat"", ""peat"")",NA,4507,gears,gear,0,gears
114,BicycleGear.jpg,engine part,29,3,1,0.034482759,0.167516586,3.335947702,character(0),NA,engine part,3716,engine part,,0,engine part
115,BicycleGear.jpg,gears,29,3,5,0.172413793,0.4372505,3.335947702,character(0),NA,gears,4505,gears,gear,0,gears
116,BicycleHandleGrip.jpg,grip,29,5,2,0.068965517,0.266067655,4.004364185,character(0),NA,grip,4753,grips,grip,0,grip
117,BicycleHandleGrip.jpg,grips,29,5,3,0.103448276,0.33858812,4.004364185,character(0),NA,grips,4759,grips,grip,0,grip
118,BicyclePedal.jpg,bike pedd;le,35,9,1,0.028571429,0.146550943,3.559691675,"c(""pedd"", ""le"")",character(0),NA,857,bike pedals,bike peddles,0,bike pedals
119,BicyclePedal.jpg,foot peddle,35,9,1,0.028571429,0.146550943,3.559691675,character(0),NA,foot peddle,4245,foot pedal,foot pedals,0,foot pedals
120,BicyclePedal.jpg,foot peddles,35,9,1,0.028571429,0.146550943,3.559691675,character(0),NA,foot peddles,4246,foot pedal,foot pedals,0,foot pedals
121,BicyclePedal.jpg,replacemen,35,9,1,0.028571429,0.146550943,3.559691675,replacemen,"c(""replacement"", ""replace men"", ""replace-men"", ""emplacement"", ""placement"")",NA,8518,,replacement,0,replacement
122,BicyclePedal.jpg,wheel things,35,9,1,0.028571429,0.146550943,3.559691675,character(0),NA,wheel things,11421,wheel things,,0,
123,BicycleWheelRusty.jpg,wheel bike,29,3,1,0.034482759,0.167516586,1.730028486,character(0),NA,wheel bike,11413,bike wheel,wheel bike,0,bike wheel
124,BinRecycling.jpg,recycle bin,28,7,8,0.285714286,0.516387121,2.792841638,character(0),NA,recycle bin,8456,recycle bin,recycling bin,0,recycle bin
125,BinRecycling.jpg,recycling bin,28,7,7,0.25,0.5,2.792841638,character(0),NA,recycling bin,8459,recycle bin,recycling bin,0,recycle bin
126,BinRecycling.jpg,recycyling bin,28,7,1,0.035714286,0.171691247,2.792841638,recycyling,"c(""recycling"", ""reclining"")",NA,8460,recycle bin,recycling bin,0,recycle bin
127,Binder.jpg,3-ring binder,29,3,1,0.034482759,0.167516586,1.798994004,character(0),NA,3-ring binder,111,three ring binder,three-ring binder,0,three ring binder
128,Binder.jpg,note book,29,3,1,0.034482759,0.167516586,1.798994004,character(0),NA,note book,6986,note book,notebook,0,notebook
129,Binder.jpg,notebook,29,3,1,0.034482759,0.167516586,1.798994004,character(0),NA,notebook,6991,note book,notebook,0,notebook
130,Bindings_Snowboard.jpg,shoes for  sport,27,7,1,0.037037037,0.176106945,3.750464707,character(0),NA,shoes for  sport,9212,shoe supports,shoes for sport,0,shoes for sport
131,Bird_Budgie.jpg,bird of noise,33,9,1,0.03030303,0.152860428,2.231886728,character(0),NA,bird of noise,907,noisy bird,bird of noise,0,noisy bird
132,Bird_Duck.jpg,weird duck,40,9,2,0.05,0.216096405,2.825716309,character(0),NA,weird duck,11393,weird duck,,0,duck
133,Bird_Peacock.jpg,bid,35,1,1,0.028571429,0.146550943,0.741280571,character(0),NA,bid,836,,bird,0,bird
134,Bird_Toucan.jpg,maccaque,26,4,1,0.038461538,0.180786143,3.064696448,maccaque,"c(""macaque"", ""masque"")",NA,6212,macaque,macaw,0,macaque
135,Bird_Toucan.jpg,tukop,26,4,1,0.038461538,0.180786143,3.064696448,tukop,turboprop,NA,10935,toucan,,0,toucan
136,Birdhouse.jpg,bird i,26,4,1,0.038461538,0.180786143,1.386614174,character(0),NA,bird i,906,,birdhouse,0,
137,Blackboard.jpg,chalk board and chalk,37,9,2,0.054054054,0.22753802,2.364558097,character(0),NA,chalk board and chalk,1948,chalkboard and chalk,chalk board and chalk,0,chalkboard and chalk
138,BloodpPresureCuff.jpg,pressure monit,29,3,1,0.034482759,0.167516586,3.840402547,monit,"c(""monist"", ""mo nit"", ""mo-nit"", ""monition"", ""monitor"", ""moonlit"")",NA,8153,pressure monitor,pressure moniter,0,pressure monitor
139,Blueprints.jpg,plan,27,2,1,0.037037037,0.176106945,3.274362745,character(0),NA,plan,7795,plan,plans,0,plans
140,Boar.jpg,wild pig,28,7,2,0.071428571,0.271953923,3.410232941,character(0),NA,wild pig,11485,wild pig,wild big,0,wild pig
141,Boardgame_Checkers.jpg,checker,27,4,1,0.037037037,0.176106945,2.967307409,character(0),NA,checker,1985,checker,checkers,0,checkers
142,Boat_Sail.jpg,sail boat,30,8,1,0.033333333,0.16356302,1.886778631,character(0),NA,sail boat,8763,sailboat,sail boat,0,sailboat
143,Boat_Sail.jpg,sail boat,30,8,4,0.133333333,0.387585413,1.886778631,character(0),NA,sail boat,8762,sailboat,sail boat,0,sailboat
144,Boat_Sail.jpg,sailboat,30,8,15,0.5,0.5,1.886778631,character(0),NA,sailboat,8764,sailboat,sailt boat,0,sailboat
145,Bolt_WithNut.jpg,bold,27,6,1,0.037037037,0.176106945,2.916045262,character(0),NA,bold,1048,bold,bolt,0,bolt
146,Bomb.jpg,gr,28,6,1,0.035714286,0.171691247,1.513116855,character(0),NA,gr,4670,grenade,,0,
147,BoogieBoard.jpg,body surf br,35,1,1,0.028571429,0.146550943,4.014438731,br,"c(""BR"", ""Br"", ""be"", ""b"", ""r"", ""bra"", ""bar"", ""brr"", ""bro"", ""bur"", ""er"", ""bi"", ""tr"", ""or"", ""bl"")",NA,1042,body surf,,0,body surf
148,BoogieBoard.jpg,chair,35,1,1,0.028571429,0.146550943,4.014438731,character(0),NA,chair,1936,chair,chai,0,chair
149,BoogieBoard.jpg,wakeboard,35,1,2,0.057142857,0.23595903,4.014438731,wakeboard,"c(""wake board"", ""wake-board"", ""waterboard"")",NA,11207,wake board,wakeboard,0,wakeboard
150,BookShelf.jpg,shelve,28,3,1,0.035714286,0.171691247,2.502164299,character(0),NA,shelve,9146,shelf,shelves,0,shelf
151,BookShelf.jpg,shelves,28,3,1,0.035714286,0.171691247,2.502164299,character(0),NA,shelves,9147,shelf,shelves,0,shelf
152,BookShelf.jpg,shelves,28,3,1,0.035714286,0.171691247,2.502164299,character(0),NA,shelves,9148,shelf,shelves,0,shelf
153,Boombox.jpg,radkiol,26,6,1,0.038461538,0.180786143,3.007516163,radkiol,radiology,NA,8373,radio,,0,radio
154,Boot_Rain.jpg,boot,31,9,1,0.032258065,0.159812784,2.869383714,character(0),NA,boot,1085,boot,boots,0,boot
155,Boot_Rain.jpg,boots,31,9,2,0.064516129,0.255109439,2.869383714,character(0),NA,boots,1091,boot,boots,0,boot
156,Boot_Rain.jpg,rubber boots,31,9,1,0.032258065,0.159812784,2.869383714,character(0),NA,rubber boots,8711,rubber boot,rubber boots,0,rubber boot
157,Booth_Carnival.jpg,puppet theat,28,7,2,0.071428571,0.271953923,4.226474118,theat,"c(""theta"", ""that"", ""teat"", ""heat"", ""threat"", ""treat"", ""cheat"", ""theft"", ""wheat"", ""t heat"", ""the at"", ""the-at"", ""thereat"", ""breathe"", ""wreathe"")",NA,8284,puppet theat,puppet theater,0,puppet theater
158,Booth_Carnival.jpg,theatre box office,28,7,1,0.035714286,0.171691247,4.226474118,theatre,"c(""theater"", ""thereat"", ""heather"", ""threat"", ""wreathe"")",NA,10397,theater box office,theatre box office,0,theater box office
159,Boots_Hiking.jpg,boot,34,1,1,0.029411765,0.14963126,2.565445019,character(0),NA,boot,1084,boots,boot,0,boots
160,Boots_Hiking.jpg,shoe,34,1,1,0.029411765,0.14963126,2.565445019,character(0),NA,shoe,9187,shoes,shoe,0,shoes
